name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,lat,long
Ivy Tech Community College: Northwest,Indiana,IN,Public,2 Year,NA,4368,4368,8402,8402,40.551217,-85.602364
Ivy Tech Community College: Richmond,Indiana,IN,Public,2 Year,NA,4368,4368,8402,8402,40.551217,-85.602364
Ivy Tech Community College: South Central,Indiana,IN,Public,2 Year,NA,4368,4368,8402,8402,40.551217,-85.602364
Ivy Tech Community College: Southeast,Indiana,IN,Public,2 Year,NA,4368,4368,8402,8402,40.551217,-85.602364
Ivy Tech Community College: Southwest,Indiana,IN,Public,2 Year,NA,4368,4368,8402,8402,40.551217,-85.602364
Ivy Tech Community College: Wabash Valley,Indiana,IN,Public,2 Year,NA,4368,4368,8402,8402,40.551217,-85.602364
Manchester University,Indiana,IN,Private,4 Year,9580,32758,42338,32758,42338,40.551217,-85.602364
Marian University,Indiana,IN,Private,4 Year,10640,34000,44640,34000,44640,40.551217,-85.602364
Martin University,Indiana,IN,Private,4 Year,7810,16500,24310,16500,24310,40.551217,-85.602364
Mid-America College of Funeral Service,Indiana,IN,Private,2 Year,NA,15600,15600,15600,15600,40.551217,-85.602364
Oakland City University,Indiana,IN,Private,4 Year,9900,24000,33900,24000,33900,40.551217,-85.602364
Purdue University,Indiana,IN,Public,4 Year,10030,9992,20022,28794,38824,40.551217,-85.602364
Purdue University Northwest,Indiana,IN,Public,4 Year,7640,7686,15326,17368,25008,40.551217,-85.602364
Rose-Hulman Institute of Technology,Indiana,IN,Private,4 Year,14766,49871,64637,49871,64637,40.551217,-85.602364
Saint Joseph's College,Indiana,IN,Private,4 Year,13280,34880,48160,34880,48160,40.551217,-85.602364
Saint Mary's College,Indiana,IN,Private,4 Year,12580,42220,54800,42220,54800,40.551217,-85.602364
St. Mary-of-the-Woods College,Indiana,IN,Private,4 Year,10914,29510,40424,29510,40424,40.551217,-85.602364
Taylor University,Indiana,IN,Private,4 Year,9614,34114,43728,34114,43728,40.551217,-85.602364
Trine University,Indiana,IN,Private,4 Year,10810,32175,42985,32175,42985,40.551217,-85.602364
University of Evansville,Indiana,IN,Private,4 Year,12460,36416,48876,36416,48876,40.551217,-85.602364
University of Indianapolis,Indiana,IN,Private,4 Year,10288,29688,39976,29688,39976,40.551217,-85.602364
University of Notre Dame,Indiana,IN,Private,4 Year,15410,53391,68801,53391,68801,40.551217,-85.602364
University of Saint Francis,Indiana,IN,Private,4 Year,9840,30615,40455,30615,40455,40.551217,-85.602364
University of Southern Indiana,Indiana,IN,Public,4 Year,8838,7970,16808,18626,27464,40.551217,-85.602364
Valparaiso University,Indiana,IN,Private,4 Year,11860,40260,52120,40260,52120,40.551217,-85.602364
Vincennes University,Indiana,IN,Public,2 Year,9990,5902,15892,13959,23949,40.551217,-85.602364
Wabash College,Indiana,IN,Private,4 Year,10050,43450,53500,43450,53500,40.551217,-85.602364
Allen College,Iowa,IA,Private,4 Year,7282,19970,27252,19970,27252,41.878003,-93.097702
Briar Cliff University,Iowa,IA,Private,4 Year,9020,31964,40984,31964,40984,41.878003,-93.097702
Buena Vista University,Iowa,IA,Private,4 Year,9538,34004,43542,34004,43542,41.878003,-93.097702
Central College,Iowa,IA,Private,4 Year,10280,37295,47575,37295,47575,41.878003,-93.097702
Clarke University,Iowa,IA,Private,4 Year,9600,33350,42950,33350,42950,41.878003,-93.097702
Clinton Community College,Iowa,IA,Public,2 Year,NA,4860,4860,6870,6870,41.878003,-93.097702
Coe College,Iowa,IA,Private,4 Year,9480,45000,54480,45000,54480,41.878003,-93.097702
Cornell College,Iowa,IA,Private,4 Year,9384,42299,51683,42299,51683,41.878003,-93.097702
Des Moines Area Community College,Iowa,IA,Public,2 Year,7302,4710,12012,9420,16722,41.878003,-93.097702
Divine Word College,Iowa,IA,Private,4 Year,3700,13485,17185,13485,17185,41.878003,-93.097702
Dordt College,Iowa,IA,Private,4 Year,9590,30870,40460,30870,40460,41.878003,-93.097702
Drake University,Iowa,IA,Private,4 Year,10528,41396,51924,41396,51924,41.878003,-93.097702
Ellsworth Community College,Iowa,IA,Public,2 Year,5970,5970,11940,7140,13110,41.878003,-93.097702
Emmaus Bible College,Iowa,IA,Private,4 Year,8500,18400,26900,18400,26900,41.878003,-93.097702
Faith Baptist Bible College and Theological Seminary,Iowa,IA,Private,4 Year,6800,16876,23676,16876,23676,41.878003,-93.097702
Graceland University,Iowa,IA,Private,4 Year,8760,29240,38000,29240,38000,41.878003,-93.097702
Grand View University,Iowa,IA,Private,4 Year,9178,27608,36786,27608,36786,41.878003,-93.097702
Grinnell College,Iowa,IA,Private,4 Year,12810,52392,65202,52392,65202,41.878003,-93.097702
Hawkeye Community College,Iowa,IA,Public,2 Year,NA,6360,6360,6600,6600,41.878003,-93.097702
Iowa Central Community College,Iowa,IA,Public,2 Year,6850,5490,12340,7890,14740,41.878003,-93.097702
Iowa Lakes Community College,Iowa,IA,Public,2 Year,6750,6058,12808,6388,13138,41.878003,-93.097702
Iowa State University,Iowa,IA,Public,4 Year,8720,8988,17708,23392,32112,41.878003,-93.097702
Iowa Wesleyan College,Iowa,IA,Private,4 Year,10500,30500,41000,30500,41000,41.878003,-93.097702
Iowa Western Community College,Iowa,IA,Public,2 Year,6430,5615,12045,5765,12195,41.878003,-93.097702
Kirkwood Community College,Iowa,IA,Public,2 Year,NA,5170,5170,6550,6550,41.878003,-93.097702
Loras College,Iowa,IA,Private,4 Year,8275,34184,42459,34184,42459,41.878003,-93.097702
Luther College,Iowa,IA,Private,4 Year,9460,42290,51750,42290,51750,41.878003,-93.097702
Maharishi University of Management,Iowa,IA,Private,4 Year,7400,16530,23930,16530,23930,41.878003,-93.097702
Marshalltown Community College,Iowa,IA,Public,2 Year,NA,5970,5970,6390,6390,41.878003,-93.097702
Mercy College of Health Sciences,Iowa,IA,Private,4 Year,NA,17752,17752,17752,17752,41.878003,-93.097702
Morningside College,Iowa,IA,Private,4 Year,9610,31530,41140,31530,41140,41.878003,-93.097702
Mount Mercy University,Iowa,IA,Private,4 Year,9534,31798,41332,31798,41332,41.878003,-93.097702
Muscatine Community College,Iowa,IA,Public,2 Year,NA,4860,4860,6870,6870,41.878003,-93.097702
North Iowa Area Community College,Iowa,IA,Public,2 Year,7128,5408,12536,7721,14849,41.878003,-93.097702
Northeast Iowa Community College,Iowa,IA,Public,2 Year,NA,5432,5432,5992,5992,41.878003,-93.097702
Northwest Iowa Community College,Iowa,IA,Public,2 Year,NA,5070,5070,5370,5370,41.878003,-93.097702
Northwestern College,Iowa,IA,Private,4 Year,9200,31100,40300,31100,40300,41.878003,-93.097702
Scott Community College,Iowa,IA,Public,2 Year,NA,4864,4864,6870,6870,41.878003,-93.097702
Shiloh University,Iowa,IA,Private,4 Year,NA,4800,4800,4800,4800,41.878003,-93.097702
Simpson College,Iowa,IA,Private,4 Year,8380,39144,47524,39144,47524,41.878003,-93.097702
Southeastern Community College,Iowa,IA,Public,2 Year,NA,5580,5580,5730,5730,41.878003,-93.097702
Southwestern Community College,Iowa,IA,Public,2 Year,7660,5910,13570,6120,13780,41.878003,-93.097702
St. Ambrose University,Iowa,IA,Private,4 Year,10470,30894,41364,30894,41364,41.878003,-93.097702
St. Luke's College,Iowa,IA,Private,2 Year,NA,20460,20460,20460,20460,41.878003,-93.097702
University of Dubuque,Iowa,IA,Private,4 Year,9930,34110,44040,34110,44040,41.878003,-93.097702
University of Iowa,Iowa,IA,Public,4 Year,11172,9267,20439,31233,42405,41.878003,-93.097702
University of Northern Iowa,Iowa,IA,Public,4 Year,8948,8938,17886,19480,28428,41.878003,-93.097702
Upper Iowa University,Iowa,IA,Private,4 Year,8454,30450,38904,30450,38904,41.878003,-93.097702
Waldorf University,Iowa,IA,Private,4 Year,7524,22076,29600,22076,29600,41.878003,-93.097702
Wartburg College,Iowa,IA,Private,4 Year,9996,41280,51276,41280,51276,41.878003,-93.097702
Western Iowa Tech Community College,Iowa,IA,Public,2 Year,5650,5340,10990,5370,11020,41.878003,-93.097702
William Penn University,Iowa,IA,Private,4 Year,6952,25600,32552,25600,32552,41.878003,-93.097702
Allen County Community College,Kansas,KS,Public,2 Year,5070,3150,8220,3150,8220,39.011902,-98.484246
Baker University,Kansas,KS,Private,4 Year,8410,29830,38240,29830,38240,39.011902,-98.484246
Barclay College,Kansas,KS,Private,4 Year,9300,19690,28990,19690,28990,39.011902,-98.484246
Barton County Community College,Kansas,KS,Public,2 Year,5794,3440,9234,3440,9234,39.011902,-98.484246
Benedictine College,Kansas,KS,Private,4 Year,10300,29530,39830,29530,39830,39.011902,-98.484246
Bethany College,Kansas,KS,Private,4 Year,10605,28475,39080,28475,39080,39.011902,-98.484246
Bethel College,Kansas,KS,Private,4 Year,8850,28780,37630,28780,37630,39.011902,-98.484246
Butler Community College,Kansas,KS,Public,2 Year,5950,3180,9130,5310,11260,39.011902,-98.484246
Central Christian College of Kansas,Kansas,KS,Private,4 Year,8286,26674,34960,26674,34960,39.011902,-98.484246
Cloud County Community College,Kansas,KS,Public,2 Year,5900,3030,8930,3470,9370,39.011902,-98.484246
Coffeyville Community College,Kansas,KS,Public,2 Year,6180,2160,8340,3630,9810,39.011902,-98.484246
Colby Community College,Kansas,KS,Public,2 Year,3704,3616,7320,5504,9208,39.011902,-98.484246
Cowley County Community College,Kansas,KS,Public,2 Year,5200,3000,8200,4710,9910,39.011902,-98.484246
Dodge City Community College,Kansas,KS,Public,2 Year,6650,2840,9490,3680,10330,39.011902,-98.484246
Donnelly College,Kansas,KS,Private,2 Year,NA,9000,9000,9000,9000,39.011902,-98.484246
Emporia State University,Kansas,KS,Public,4 Year,8912,6758,15670,20675,29587,39.011902,-98.484246
Fort Hays State University,Kansas,KS,Public,4 Year,8300,5133,13433,15201,23501,39.011902,-98.484246
Fort Scott Community College,Kansas,KS,Public,2 Year,5770,2880,8650,3330,9100,39.011902,-98.484246
Friends University,Kansas,KS,Private,4 Year,7972,28415,36387,28415,36387,39.011902,-98.484246
Garden City Community College,Kansas,KS,Public,2 Year,5450,3120,8570,3690,9140,39.011902,-98.484246
Grantham University,Kansas,KS,For Profit,4 Year,NA,6540,6540,6540,6540,39.011902,-98.484246
Haskell Indian Nations University,Kansas,KS,Public,4 Year,950,480,1430,480,1430,39.011902,-98.484246
Hesston College,Kansas,KS,Private,2 Year,8800,26900,35700,26900,35700,39.011902,-98.484246
Highland Community College,Kansas,KS,Public,2 Year,6528,3030,9558,3510,10038,39.011902,-98.484246
Hutchinson Community College,Kansas,KS,Public,2 Year,5800,3000,8800,4230,10030,39.011902,-98.484246
Independence Community College,Kansas,KS,Public,2 Year,5168,2910,8078,3300,8468,39.011902,-98.484246
Johnson County Community College,Kansas,KS,Public,2 Year,NA,2790,2790,6600,6600,39.011902,-98.484246
Kansas City Kansas Community College,Kansas,KS,Public,2 Year,NA,3120,3120,6510,6510,39.011902,-98.484246
Kansas State University,Kansas,KS,Public,4 Year,9680,10263,19943,25767,35447,39.011902,-98.484246
Kansas Wesleyan University,Kansas,KS,Private,4 Year,9500,29500,39000,29500,39000,39.011902,-98.484246
Labette Community College,Kansas,KS,Public,2 Year,NA,3060,3060,3810,3810,39.011902,-98.484246
Manhattan Area Technical College,Kansas,KS,Public,2 Year,NA,6000,6000,6000,6000,39.011902,-98.484246
Manhattan Christian College,Kansas,KS,Private,4 Year,9092,15850,24942,15850,24942,39.011902,-98.484246
McPherson College,Kansas,KS,Private,4 Year,8788,28951,37739,28951,37739,39.011902,-98.484246
MidAmerica Nazarene University,Kansas,KS,Private,4 Year,8708,30736,39444,30736,39444,39.011902,-98.484246
Neosho County Community College,Kansas,KS,Public,2 Year,6100,3120,9220,3120,9220,39.011902,-98.484246
Newman University,Kansas,KS,Private,4 Year,8326,30724,39050,30724,39050,39.011902,-98.484246
North Central Kansas Technical College,Kansas,KS,Public,2 Year,5815,3930,9745,3930,9745,39.011902,-98.484246
Northwest Kansas Technical College,Kansas,KS,Public,2 Year,4850,8300,13150,8300,13150,39.011902,-98.484246
Ottawa University,Kansas,KS,Private,4 Year,11900,27630,39530,27630,39530,39.011902,-98.484246
Pittsburg State University,Kansas,KS,Public,4 Year,7778,7298,15076,18642,26420,39.011902,-98.484246
Pratt Community College,Kansas,KS,Public,2 Year,5641,3428,9069,3728,9369,39.011902,-98.484246
Seward County Community College,Kansas,KS,Public,2 Year,5010,2970,7980,4110,9120,39.011902,-98.484246
Southwestern College,Kansas,KS,Private,4 Year,7760,30150,37910,30150,37910,39.011902,-98.484246
Sterling College,Kansas,KS,Private,4 Year,8280,26000,34280,26000,34280,39.011902,-98.484246
Tabor College,Kansas,KS,Private,4 Year,9850,28245,38095,28245,38095,39.011902,-98.484246
University of Kansas,Kansas,KS,Public,4 Year,10350,11148,21498,27358,37708,39.011902,-98.484246
University of Kansas Medical Center,Kansas,KS,Public,4 Year,NA,11108,11108,27578,27578,39.011902,-98.484246
University of St. Mary,Kansas,KS,Private,4 Year,8140,28810,36950,28810,36950,39.011902,-98.484246
Washburn University,Kansas,KS,Public,4 Year,8237,8870,17107,19940,28177,39.011902,-98.484246
Wichita Area Technical College,Kansas,KS,Public,2 Year,NA,3210,3210,3630,3630,39.011902,-98.484246
Wichita State University,Kansas,KS,Public,4 Year,11252,8271,19523,17452,28704,39.011902,-98.484246
Asbury University,Kentucky,KY,Private,4 Year,7160,30198,37358,30198,37358,37.839333,-84.270018
Ashland Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Beckfield College,Kentucky,KY,For Profit,4 Year,NA,4000,4000,4000,4000,37.839333,-84.270018
Bellarmine University,Kentucky,KY,Private,4 Year,12250,42200,54450,42200,54450,37.839333,-84.270018
Berea College,Kentucky,KY,Private,4 Year,6764,39990,46754,39990,46754,37.839333,-84.270018
Big Sandy Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Bluegrass Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Brescia University,Kentucky,KY,Private,4 Year,9200,22400,31600,22400,31600,37.839333,-84.270018
Campbellsville University,Kentucky,KY,Private,4 Year,8000,25400,33400,25400,33400,37.839333,-84.270018
Centre College,Kentucky,KY,Private,4 Year,10480,41700,52180,41700,52180,37.839333,-84.270018
Clear Creek Baptist Bible College,Kentucky,KY,Private,4 Year,4160,9440,13600,9440,13600,37.839333,-84.270018
Eastern Kentucky University,Kentucky,KY,Public,4 Year,9018,9296,18314,19074,28092,37.839333,-84.270018
Elizabethtown Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Gateway Community and Technical College,Kentucky,KY,Public,2 Year,NA,5350,5350,18040,18040,37.839333,-84.270018
Georgetown College,Kentucky,KY,Private,4 Year,9780,38650,48430,38650,48430,37.839333,-84.270018
Hazard Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Henderson Community College,Kentucky,KY,Public,2 Year,NA,5550,5550,18000,18000,37.839333,-84.270018
Hopkinsville Community College,Kentucky,KY,Public,2 Year,NA,5070,5070,17760,17760,37.839333,-84.270018
Jefferson Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Kentucky Christian University,Kentucky,KY,Private,4 Year,8270,19820,28090,19820,28090,37.839333,-84.270018
Kentucky Mountain Bible College,Kentucky,KY,Private,4 Year,5050,9460,14510,9460,14510,37.839333,-84.270018
Kentucky State University,Kentucky,KY,Public,4 Year,6690,8090,14780,19390,26080,37.839333,-84.270018
Kentucky Wesleyan College,Kentucky,KY,Private,4 Year,9764,26440,36204,26440,36204,37.839333,-84.270018
Lindsey Wilson College,Kentucky,KY,Private,4 Year,9385,24850,34235,24850,34235,37.839333,-84.270018
Madisonville Community College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Maysville Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Midway University,Kentucky,KY,Private,4 Year,8480,24650,33130,24650,33130,37.839333,-84.270018
Morehead State University,Kentucky,KY,Public,4 Year,9960,9170,19130,13646,23606,37.839333,-84.270018
Murray State University,Kentucky,KY,Public,4 Year,9190,9084,18274,24540,33730,37.839333,-84.270018
Northern Kentucky University,Kentucky,KY,Public,4 Year,10022,10032,20054,19680,29702,37.839333,-84.270018
Owensboro Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Somerset Community College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Southeast Kentucky Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Southern Baptist Theological Seminary,Kentucky,KY,Private,4 Year,NA,12985,12985,12985,12985,37.839333,-84.270018
Spalding University,Kentucky,KY,Private,4 Year,7600,24500,32100,24500,32100,37.839333,-84.270018
Thomas More College,Kentucky,KY,Private,4 Year,7950,31120,39070,31120,39070,37.839333,-84.270018
Transylvania University,Kentucky,KY,Private,4 Year,10460,38750,49210,38750,49210,37.839333,-84.270018
Union College,Kentucky,KY,Private,4 Year,7600,27140,34740,27140,34740,37.839333,-84.270018
University of Kentucky,Kentucky,KY,Public,4 Year,12982,12245,25227,29099,42081,37.839333,-84.270018
University of Louisville,Kentucky,KY,Public,4 Year,9226,11656,20882,27278,36504,37.839333,-84.270018
University of Pikeville,Kentucky,KY,Private,4 Year,7800,20950,28750,20950,28750,37.839333,-84.270018
University of the Cumberlands,Kentucky,KY,Private,4 Year,9000,23000,32000,23000,32000,37.839333,-84.270018
West Kentucky Community and Technical College,Kentucky,KY,Public,2 Year,NA,5310,5310,18000,18000,37.839333,-84.270018
Western Kentucky University,Kentucky,KY,Public,4 Year,8343,10602,18945,26496,34839,37.839333,-84.270018
Baton Rouge Community College,Louisiana,LA,Public,2 Year,NA,3981,3981,8059,8059,31.244823,-92.145024
Bossier Parish Community College,Louisiana,LA,Public,2 Year,NA,4283,4283,8960,8960,31.244823,-92.145024
Centenary College of Louisiana,Louisiana,LA,Private,4 Year,13400,36580,49980,36580,49980,31.244823,-92.145024
Delgado Community College,Louisiana,LA,Public,2 Year,NA,4079,4079,5154,5154,31.244823,-92.145024
Dillard University,Louisiana,LA,Private,4 Year,10100,18099,28199,18099,28199,31.244823,-92.145024
